Processo,Classe,Assunto,Comarca,Ano,Especializada
0208910-41.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208717-26.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208976-21.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208503-35.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208987-50.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208513-79.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208753-68.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208756-23.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208761-45.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208774-44.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0545238-91.2023.8.04.0001,Homologação de Transação Extrajudicial,Quintos,Comarca de Manaus,2023.0,CPRAC - PPM
0422819-69.2023.8.04.0001,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0449145-66.2023.8.04.0001,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0459796-60.2023.8.04.0001,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0449421-97.2023.8.04.0001,Procedimento do Juizado da Fazenda Pública,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208820-33.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208812-56.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208894-87.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208808-19.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208889-65.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208888-80.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208885-28.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0208875-81.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0527497-38.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0558024-70.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0557904-27.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0557912-04.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0557916-41.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0557923-33.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0557930-25.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0557934-62.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0557949-31.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0557873-07.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0557951-98.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0557993-50.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558001-27.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0557988-28.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558034-17.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558041-09.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558049-83.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558051-53.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558066-22.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558067-07.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558082-73.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558084-43.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558089-65.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558095-72.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558102-64.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558093-05.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0558098-27.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558127-77.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558115-63.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0558131-17.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558135-54.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558139-91.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558142-46.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558146-83.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0558212-63.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0558213-48.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção a 2° Tenente QOA - CHOA,Comarca de Manaus,2023.0,CPRAC - PPM
0558255-97.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558251-60.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0558120-85.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
4007038-07.2023.8.04.0000,Mandado de Segurança,PPM - Promoção - Praças/Oficiais 25.12.2022,Tribunal De Justiça,2023.0,CPRAC - PPM
4007129-97.2023.8.04.0000,Mandado de Segurança,PPM - Promoção - Praças/Oficiais 25.12.2022,Tribunal De Justiça,2023.0,CPRAC - PPM
4007738-80.2023.8.04.0000,Mandado de Segurança,PPM - Promoção - Praças/Oficiais 25.12.2022,Tribunal De Justiça,2023.0,CPRAC - PPM
4006713-32.2023.8.04.0000,Mandado de Segurança,PPM - Promoção - Praças/Oficiais 25.12.2022,Tribunal De Justiça,2023.0,CPRAC - PPM
0558984-26.2023.8.04.0001,Homologação de Transação Extrajudicial,Reajuste data-base,Comarca de Manaus,2023.0,CPRAC - PPM
0559987-16.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559985-46.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559981-09.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559977-69.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559975-02.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559970-77.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559968-10.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559965-55.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559963-85.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559961-18.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de Oficiais,Comarca de Manaus,2023.0,CPRAC - PPM
0559958-63.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559955-11.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559952-56.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559950-86.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559935-20.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559933-50.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559930-95.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559928-28.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559924-88.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559912-74.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559910-07.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559904-97.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559900-60.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559897-08.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559895-38.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559892-83.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559890-16.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559886-76.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559881-54.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559878-02.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559875-47.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559870-25.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559867-70.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559863-33.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559859-93.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559856-41.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559851-19.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559845-12.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559842-57.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559838-20.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559836-50.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559832-13.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559831-28.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559830-43.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559814-89.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559805-30.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559801-90.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559791-46.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559785-39.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559768-03.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559763-78.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559756-86.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559747-27.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559746-42.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559742-05.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559734-28.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559731-73.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559712-67.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559664-11.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559632-06.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559628-66.2023.8.04.0001,Homologação de Transação Extrajudicial,Promoção de praças Quadro Especial de Acesso - QEA,Comarca de Manaus,2023.0,CPRAC - PPM
0559594-91.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559538-58.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0559519-52.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0558983-41.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0558982-56.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0558976-49.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
0558974-79.2023.8.04.0001,Homologação de Transação Extrajudicial,PPM - Promoção - Praças/Oficiais 25.12.2022,Comarca de Manaus,2023.0,CPRAC - PPM
